Year,ICPSR State Code,Alphanumeric State Code,,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
1984,55,9,District of Columbia,46.5%,44.8%,41.8%,"219,193","211,288","471,669","505,550",5.8%,"4,521",0,0,"4,521",
1984,43,10,Florida,,52.4%,48.3%,,"4,180,051","7,976,805","8,656,427",6.8%,"26,914","118,318","5,661","91,734",
1984,44,11,Georgia,,43.1%,41.9%,,"1,776,120","4,119,852","4,243,165",1.3%,"15,404","90,057","7,246","67,679",
1984,82,12,Hawaii,50.3%,48.4%,44.7%,"349,253","335,846","694,187","750,909",7.3%,"1,965",0,0,"1,965",
1984,63,13,Idaho,63.7%,62.0%,60.8%,"421,935","411,144","662,771","675,772",1.7%,"1,253",0,0,"1,253",
1984,21,14,Illinois,62.7%,60.8%,57.9%,"4,969,352","4,819,088","7,922,605","8,327,065",4.7%,"17,114",0,0,"17,114",
1984,22,15,Indiana,57.9%,57.0%,56.4%,"2,268,493","2,233,069","3,916,362","3,960,870",0.9%,"9,328",0,0,"9,328",
1984,31,16,Iowa,65.1%,64.1%,63.3%,"1,339,886","1,319,805","2,057,482","2,084,995",0.8%,"2,836","11,924","1,662","10,460",
1984,32,17,Kansas,,58.4%,57.4%,,"1,021,991","1,751,223","1,779,487",1.3%,"4,244",0,0,"4,244",
1984,51,18,Kentucky,,51.8%,51.2%,,"1,369,345","2,643,027","2,672,424",0.5%,"4,820","15,004","3,567","15,889",
1984,45,19,Louisiana,,56.5%,55.6%,,"1,706,822","3,019,930","3,072,074",1.3%,"13,659",0,0,"13,659",
1984,2,20,Maine,,65.8%,64.9%,,"553,144","840,251","852,022",1.4%,0,0,0,0,
1984,52,21,Maryland,54.5%,53.8%,51.1%,"1,695,924","1,675,873","3,113,967","3,278,321",3.4%,"13,124","64,827","7,046","52,584",
1984,3,22,Massachusetts,60.7%,59.9%,57.0%,"2,595,054","2,559,453","4,273,437","4,486,676",4.8%,0,0,0,0,
1984,23,23,Michigan,60.6%,59.3%,58.0%,"3,884,854","3,801,658","6,407,156","6,550,877",2.0%,"14,604",0,0,"14,604",
1984,33,24,Minnesota,70.9%,69.9%,68.6%,"2,115,317","2,084,449","2,982,015","3,039,490",1.3%,"2,167","31,440","1,418","19,305",
1984,46,25,Mississippi,,53.3%,52.7%,,"941,104","1,766,654","1,787,243",0.5%,"6,115","6,570","3,108","12,508",
1984,34,26,Missouri,,58.7%,57.8%,,"2,122,783","3,617,948","3,671,506",0.8%,"8,770","23,574","4,366","24,923",
1984,64,27,Montana,68.2%,66.4%,65.8%,"395,006","384,377","578,925","584,162",0.7%,964,0,0,964,
1984,35,28,Nebraska,59.1%,57.5%,56.6%,"670,781","652,090","1,135,012","1,152,310",0.9%,"1,665","10,763",361,"7,408",
1984,65,29,Nevada,44.8%,43.6%,41.1%,"294,413","286,667","656,862","697,185",4.7%,"3,488","5,226","1,187","7,288",
1984,4,30,New Hampshire,56.6%,54.1%,53.1%,"406,608","388,904","718,967","732,480",1.8%,581,0,0,581,
1984,12,31,New Jersey,60.5%,60.5%,56.5%,"3,215,941","3,217,862","5,318,696","5,699,440",5.9%,"10,363","44,208","12,206","44,673",
1984,66,32,New Mexico,54.6%,53.8%,51.9%,"522,328","514,370","956,246","990,632",2.9%,"2,129","3,926","1,194","5,286",
1984,13,33,New York,57.2%,55.6%,50.9%,"7,000,828","6,806,810","12,232,120","13,373,558",8.1%,"33,109",0,"24,212","57,321",
1984,47,34,North Carolina,,48.2%,47.3%,,"2,175,361","4,512,013","4,598,151",0.9%,"16,371","52,600","3,892","46,563",
1984,36,35,North Dakota,67.2%,64.0%,63.5%,"324,179","308,971","482,655","486,449",0.7%,432,0,0,432,
1984,24,36,Ohio,60.3%,58.8%,58.0%,"4,664,223","4,547,619","7,732,456","7,836,806",1.1%,"18,619",0,0,"18,619",
1984,53,37,Oklahoma,55.5%,54.0%,52.9%,"1,290,555","1,255,676","2,324,445","2,373,014",1.2%,"7,872","18,809","1,880","19,157",
1984,72,38,Oregon,66.4%,64.3%,62.5%,"1,265,824","1,226,527","1,906,880","1,962,501",2.6%,"4,224",0,0,"4,224",
1984,14,39,Pennsylvania,,55.1%,54.3%,,"4,844,903","8,790,815","8,918,353",1.3%,"13,090",0,0,"13,090",
1984,5,40,Rhode Island,60.6%,58.8%,55.5%,"422,851","410,492","697,537","739,064",4.9%,"1,221","7,147",394,"5,189",
1984,48,41,South Carolina,43.7%,41.6%,40.9%,"1,018,701","968,529","2,329,080","2,368,236",0.7%,"9,892","17,043","3,441","21,855",
1984,37,42,South Dakota,,64.3%,63.8%,,"317,867","494,651","497,849",0.5%,921,0,0,921,
1984,54,43,Tennessee,,50.1%,49.4%,,"1,711,994","3,415,760","3,463,234",0.6%,"7,307","23,598","6,524","25,630",
1984,49,44,Texas,,51.0%,47.4%,,"5,397,571","10,582,774","11,397,758",5.4%,"36,682","235,568","40,783","195,249",
1984,67,45,Utah,64.3%,63.0%,61.6%,"641,846","629,656","998,820","1,022,083",2.3%,0,0,0,0,
1984,6,46,Vermont,61.6%,61.5%,60.5%,"235,140","234,561","381,479","387,620",1.6%,0,0,0,0,
1984,40,47,Virginia,,52.4%,50.7%,,"2,146,635","4,100,160","4,234,017",2.6%,"10,839","16,690","5,986","25,170",
1984,73,48,Washington,62.9%,61.3%,58.6%,"1,931,546","1,883,910","3,072,714","3,213,263",3.4%,"6,821","39,181","5,253","31,665",
1984,56,49,West Virginia,,52.9%,52.5%,,"735,742","1,391,427","1,401,733",0.4%,"1,579","3,597",724,"4,102",
1984,25,50,Wisconsin,,64.9%,63.8%,,"2,211,689","3,409,202","3,468,053",1.1%,"4,974","22,426","3,853","20,040",
1984,68,51,Wyoming,57.9%,55.8%,54.9%,"196,153","188,968","338,733","343,957",1.0%,724,"1,708",352,"1,930",
1982,0,0,United States (Excl. Louisiana),0.0%,42.1%,40.7%,,"67,615,576","160,466,919","166,027,633",4.0%,"399,102","789,951","165,559","959,637","1,981,895"
1982,41,1,Alabama,,40.6%,40.1%,,"1,128,725","2,780,689","2,813,033",0.5%,"9,233","14,229","2,266","18,614",
1982,81,2,Alaska,64.9%,63.4%,61.5%,"199,458","194,885","307,558","316,787",2.2%,"1,322","1,816",101,"2,331",
1982,61,3,Arizona,36.8%,36.0%,34.4%,"742,923","726,364","2,017,098","2,112,246",3.8%,"6,069","14,949","1,527","15,071",
1982,42,4,Arkansas,,48.1%,47.6%,,"789,351","1,639,482","1,656,707",0.5%,"3,922","3,384","3,061","8,675",
1982,71,5,California,49.9%,48.7%,42.7%,"8,064,314","7,876,698","16,161,555","18,448,245",12.1%,"34,640",0,"18,913","53,553",
1982,62,6,Colorado,47.3%,43.5%,42.5%,"1,037,774","956,021","2,196,263","2,248,839",2.1%,"3,042",0,"1,202","4,244",
1982,1,7,Connecticut,49.4%,48.1%,45.7%,"1,112,428","1,084,156","2,253,328","2,369,975",4.0%,"5,156","33,061","1,311","22,998",
1982,11,8,Delaware,45.5%,44.4%,43.3%,"195,726","190,960","430,257","441,374",1.4%,"2,068","4,626",621,"5,002",
1982,55,9,District of Columbia,,25.0%,23.5%,,"117,623","470,719","500,492",5.1%,"4,081",0,0,"4,081",
1982,43,10,Florida,,35.5%,33.0%,,"2,688,566","7,565,499","8,139,171",6.3%,"27,830","57,074","5,974","62,341",
1982,44,11,Georgia,,29.6%,28.9%,,"1,169,041","3,945,107","4,047,788",1.1%,"14,405","78,097","4,897","58,351",
1982,82,12,Hawaii,48.5%,46.5%,43.1%,"325,459","311,853","671,172","724,189",7.1%,"1,461",0,0,"1,461",
1982,63,13,Idaho,51.1%,50.2%,49.3%,"332,237","326,522","650,534","662,251",1.6%,"1,044",0,0,"1,044",
1982,21,14,Illinois,48.8%,46.5%,44.3%,"3,856,875","3,673,681","7,908,220","8,284,606",4.4%,"14,293",0,0,"14,293",
1982,22,15,Indiana,47.3%,46.8%,46.3%,"1,834,225","1,817,287","3,879,314","3,921,907",0.9%,"8,790",0,0,"8,790",
1982,31,16,Iowa,50.8%,50.2%,49.6%,"1,050,495","1,038,229","2,068,844","2,094,031",0.8%,"2,829","10,625","1,050","9,192",
1982,32,17,Kansas,,44.0%,43.3%,,"763,263","1,736,298","1,761,238",1.2%,"3,078",0,0,"3,078",
1982,51,18,Kentucky,,26.8%,26.5%,,"700,322","2,615,445","2,642,810",0.5%,"4,031","14,516","3,430","14,719",
1982,45,19,Louisiana,,,,,,"2,982,702","3,029,834",1.2%,"10,930",0,0,"10,930",
1982,2,20,Maine,,56.3%,55.5%,,"460,295","817,814","828,907",1.3%,0,0,0,0,
1982,52,21,Maryland,39.2%,37.5%,35.9%,"1,190,011","1,139,149","3,034,834","3,174,995",3.0%,"11,617","52,603","6,024","43,943",
1982,3,22,Massachusetts,50.3%,49.0%,46.9%,"2,103,780","2,050,769","4,184,146","4,375,262",4.4%,0,0,0,0,
1982,23,23,Michigan,49.3%,47.8%,46.8%,"3,135,928","3,040,008","6,357,552","6,498,711",1.9%,"14,913",0,0,"14,913",
1982,33,24,Minnesota,62.3%,61.3%,60.3%,"1,834,737","1,804,675","2,943,169","2,993,256",1.1%,"2,081","24,320","1,479","15,720",
1982,46,25,Mississippi,,37.0%,36.6%,,"645,026","1,743,267","1,762,406",0.4%,"5,484","6,304","2,914","11,550",
1982,34,26,Missouri,,43.3%,42.7%,,"1,543,521","3,567,803","3,615,526",0.7%,"7,445","21,637","2,556","20,820",
1982,64,27,Montana,57.6%,56.4%,55.9%,"328,082","321,062","569,629","574,592",0.7%,914,0,0,914,
1982,35,28,Nebraska,49.6%,48.5%,47.8%,"559,422","547,902","1,128,918","1,145,316",0.8%,"1,739","9,964",309,"7,030",
1982,65,29,Nevada,39.1%,38.7%,36.7%,"242,578","240,394","621,060","655,823",4.4%,"2,753","4,733","1,065","6,185",
1982,4,30,New Hampshire,42.1%,41.2%,40.5%,"289,057","282,588","686,264","698,424",1.7%,445,0,0,445,
1982,12,31,New Jersey,43.8%,42.0%,39.4%,"2,286,925","2,193,945","5,224,732","5,563,627",5.4%,"8,191","38,186","10,514","37,798",
1982,66,32,New Mexico,45.5%,44.3%,42.9%,"417,945","407,466","919,311","949,133",2.6%,"1,718","3,854","1,206","4,851",
1982,13,33,New York,44.9%,43.4%,40.0%,"5,437,367","5,254,891","12,118,685","13,150,573",7.5%,"27,945",0,"21,062","49,007",
1982,47,34,North Carolina,,30.4%,29.8%,,"1,321,080","4,347,870","4,427,095",0.8%,"16,569","44,274","6,910","45,616",
1982,36,35,North Dakota,57.2%,55.0%,54.6%,"272,876","262,465","476,851","480,367",0.7%,322,0,0,322,
1982,24,36,Ohio,46.2%,44.1%,43.6%,"3,551,995","3,395,463","7,692,059","7,793,022",1.1%,"17,317",0,0,"17,317",
1982,53,37,Oklahoma,39.1%,38.4%,37.6%,"901,488","883,130","2,302,670","2,346,265",1.2%,"6,500","14,749","1,858","15,733",
1982,72,38,Oregon,56.1%,55.0%,53.5%,"1,063,913","1,042,009","1,895,706","1,946,116",2.4%,"3,900",0,0,"3,900",
1982,14,39,Pennsylvania,,42.1%,41.5%,,"3,683,985","8,749,931","8,869,173",1.2%,"10,508",0,0,"10,508",
1982,5,40,Rhode Island,54.2%,50.0%,47.4%,"370,928","342,779","684,977","723,060",4.6%,"1,037","6,501",327,"4,615",
1982,48,41,South Carolina,30.4%,29.7%,29.2%,"688,300","671,625","2,260,577","2,297,223",0.7%,"9,137","16,981","3,175","20,803",
1982,37,42,South Dakota,,56.9%,56.6%,,"278,562","489,474","492,367",0.4%,791,0,0,791,
1982,54,43,Tennessee,,37.5%,37.1%,,"1,259,785","3,357,236","3,393,233",0.6%,"7,869","10,101","3,303","16,223",
1982,49,44,Texas,,31.2%,29.2%,,"3,191,091","10,228,820","10,910,762",4.9%,"36,149","177,270","26,274","151,058",
1982,67,45,Utah,55.8%,55.1%,53.9%,"537,207","530,802","962,724","984,073",2.2%,0,0,0,0,
1982,6,46,Vermont,46.1%,45.4%,44.6%,"172,084","169,251","372,982","379,067",1.6%,0,0,0,0,
1982,40,47,Virginia,,35.7%,34.7%,,"1,415,622","3,960,296","4,076,585",2.3%,"10,079","14,813","6,487","23,973",
1982,73,48,Washington,46.8%,45.6%,43.6%,"1,404,831","1,368,476","2,999,997","3,138,109",3.1%,"6,264","60,142","3,047","39,382",
1982,56,49,West Virginia,,40.4%,40.1%,,"565,314","1,399,303","1,409,116",0.4%,"1,547","2,711",610,"3,513",
1982,25,50,Wisconsin,,46.9%,46.1%,,"1,580,344","3,372,875","3,426,394",1.0%,"4,714","19,603","3,125","17,641",
1982,68,51,Wyoming,50.0%,49.0%,48.3%,"172,065","168,555","344,218","349,060",0.9%,702,"1,303",244,"1,598",
1980,0,0,United States,0.0%,54.2%,52.6%,,"86,515,221","159,635,102","164,445,475",3.5%,"324,410","618,471","168,331","801,977","1,803,021"
1980,41,1,Alabama,,49.2%,48.7%,,"1,341,929","2,726,249","2,753,078",0.4%,"6,543","10,985","2,547","14,583",
1980,81,2,Alaska,60.2%,58.7%,57.1%,"162,653","158,445","270,122","277,261",2.0%,822,"1,181",93,"1,506",
1980,61,3,Arizona,47.5%,46.2%,44.4%,"898,183","873,945","1,890,167","1,968,947",3.4%,"4,372","12,584","1,093","11,757",
1980,42,4,Arkansas,,52.0%,51.5%,,"837,582","1,610,104","1,624,917",0.5%,"2,911","2,400","2,855","6,966",
1980,71,5,California,56.2%,55.0%,48.9%,"8,775,459","8,587,063","15,610,966","17,551,451",10.8%,"24,569",0,"15,253","39,822",
1980,62,6,Colorado,59.1%,57.2%,55.9%,"1,225,549","1,184,415","2,071,959","2,118,092",2.0%,"2,629",0,927,"3,556",
1980,1,7,Connecticut,64.7%,63.9%,61.0%,"1,423,403","1,406,285","2,201,356","2,305,904",3.8%,"4,308","22,981","1,932","17,731",
1980,11,8,Delaware,56.8%,56.0%,54.7%,"239,136","235,900","421,344","430,879",1.3%,"1,474","3,762",619,"3,974",
1980,55,9,District of Columbia,37.9%,37.2%,35.3%,"178,434","175,237","470,956","496,230",4.5%,"3,145",0,0,"3,145",
1980,43,10,Florida,,52.0%,48.7%,,"3,686,930","7,088,658","7,575,002",5.8%,"20,735","38,906","8,823","49,011",
1980,44,11,Georgia,,42.1%,41.3%,,"1,596,695","3,791,652","3,870,251",0.9%,"12,178","58,450","3,169","44,572",
1980,82,12,Hawaii,49.2%,46.9%,43.6%,"318,026","303,287","646,583","695,906",6.9%,985,0,0,985,
1980,63,13,Idaho,70.4%,69.0%,67.9%,"446,045","437,431","633,624","644,004",1.5%,817,0,0,817,
1980,21,14,Illinois,61.9%,60.4%,57.8%,"4,868,890","4,749,721","7,868,300","8,216,218",4.1%,"11,899",0,0,"11,899",
1980,22,15,Indiana,59.2%,58.3%,57.7%,"2,275,433","2,242,033","3,846,321","3,885,473",0.8%,"6,683",0,0,"6,683",
1980,31,16,Iowa,63.5%,63.6%,62.9%,"1,314,258","1,317,661","2,070,935","2,093,321",0.7%,"2,481","8,815",639,"7,528",
1980,32,17,Kansas,,57.5%,56.8%,,"979,795","1,704,420","1,726,471",1.1%,"2,494",0,0,"2,494",
1980,51,18,Kentucky,,50.5%,49.9%,,"1,294,627","2,562,572","2,592,185",0.5%,"3,588","12,400","8,120","17,908",
1980,45,19,Louisiana,,54.0%,53.2%,,"1,548,591","2,868,792","2,910,776",1.1%,"8,889",0,0,"8,889",
1980,2,20,Maine,,65.4%,64.6%,,"523,011","799,746","810,240",1.3%,0,0,0,0,
1980,52,21,Maryland,52.5%,52.0%,50.0%,"1,557,709","1,540,496","2,964,704","3,081,409",2.7%,"7,731","41,661","6,436","34,998",
1980,3,22,Massachusetts,62.4%,61.4%,59.0%,"2,566,807","2,524,298","4,110,721","4,281,265",4.0%,0,0,0,0,
1980,23,23,Michigan,62.4%,61.3%,60.0%,"3,978,647","3,909,725","6,374,955","6,514,790",1.9%,"15,124",0,0,"15,124",
1980,33,24,Minnesota,72.1%,71.2%,70.0%,"2,079,451","2,051,980","2,882,406","2,929,927",1.0%,"2,001","27,000","1,534","17,035",
1980,46,25,Mississippi,,52.4%,51.9%,,"892,620","1,704,163","1,719,825",0.4%,"3,902","4,864","2,292","8,626",
1980,34,26,Missouri,,59.5%,58.8%,,"2,099,824","3,529,489","3,571,609",0.7%,"5,726","17,400","2,395","16,821",
1980,64,27,Montana,67.1%,65.6%,65.1%,"371,976","363,952","554,636","559,165",0.7%,739,0,0,739,
1980,35,28,Nebraska,58.4%,57.5%,56.7%,"651,281","640,854","1,115,142","1,129,653",0.8%,"1,446","7,980",292,"5,728",
1980,65,29,Nevada,51.9%,43.3%,41.1%,"297,318","247,885","573,118","602,463",4.0%,"1,839","4,989","1,052","5,386",
1980,4,30,New Hampshire,60.9%,58.1%,57.2%,"402,415","383,990","660,560","671,558",1.6%,326,0,0,326,
1980,12,31,New Jersey,58.5%,58.1%,54.9%,"2,999,879","2,975,684","5,123,773","5,420,255",4.9%,"5,884","29,239","8,911","29,415",
1980,66,32,New Mexico,53.2%,52.3%,50.9%,"464,848","456,971","873,515","897,946",2.3%,"1,279","2,794",884,"3,560",
1980,13,33,New York,53.0%,51.7%,48.0%,"6,359,218","6,201,959","12,006,100","12,932,357",6.8%,"21,815",0,"19,652","41,467",
1980,47,34,North Carolina,,44.1%,43.4%,,"1,855,833","4,203,817","4,272,156",0.7%,"15,513","36,467","6,496","40,243",
1980,36,35,North Dakota,68.0%,65.2%,64.8%,"314,525","301,545","462,223","465,447",0.6%,253,0,0,253,
1980,24,36,Ohio,57.3%,56.1%,55.4%,"4,378,937","4,283,603","7,637,813","7,732,705",1.1%,"13,489",0,0,"13,489",
1980,53,37,Oklahoma,54.2%,53.2%,52.2%,"1,172,303","1,149,708","2,162,051","2,201,257",1.1%,"4,796","14,360","2,232","14,208",
1980,72,38,Oregon,64.3%,62.8%,61.4%,"1,209,691","1,181,516","1,880,863","1,925,651",2.2%,"3,177",0,0,"3,177",
1980,14,39,Pennsylvania,,52.6%,52.0%,,"4,561,501","8,664,166","8,774,885",1.2%,"8,171",0,0,"8,171",
1980,5,40,Rhode Island,62.7%,61.6%,58.6%,"423,349","416,072","675,067","709,692",4.3%,813,"5,501",257,"3,821",
1980,48,41,South Carolina,42.4%,41.1%,40.4%,"922,397","894,071","2,176,721","2,212,354",0.6%,"7,862","20,589","3,124","21,281",
1980,37,42,South Dakota,,67.7%,67.3%,,"327,703","484,328","486,893",0.4%,635,0,0,635,
1980,54,43,Tennessee,,49.2%,48.8%,,"1,617,616","3,285,608","3,318,036",0.5%,"7,022","9,130","3,097","14,684",
1980,49,44,Texas,,47.4%,44.9%,,"4,541,636","9,572,904","10,120,613",4.3%,"29,892","131,996","17,235","113,125",
1980,67,45,Utah,66.6%,66.0%,64.6%,"609,691","604,222","915,484","934,767",2.1%,0,0,0,0,
1980,6,46,Vermont,59.3%,58.7%,57.8%,"215,500","213,299","363,143","369,147",1.6%,0,0,0,0,
1980,40,47,Virginia,,48.7%,47.5%,,"1,866,032","3,830,887","3,927,383",2.0%,"8,920","11,463","4,783","19,435",
1980,73,48,Washington,60.6%,59.6%,57.4%,"1,772,904","1,742,394","2,923,670","3,037,193",2.9%,"4,399","12,527","14,669","25,332",
1980,56,49,West Virginia,53.5%,53.2%,52.8%,"742,150","737,715","1,387,231","1,396,595",0.5%,"1,257","2,650",475,"3,057",
1980,25,50,Wisconsin,,68.4%,67.4%,,"2,273,221","3,322,053","3,371,087",1.0%,"3,980","19,088","2,639","16,163",
1980,68,51,Wyoming,55.4%,54.1%,53.4%,"181,004","176,713","326,644","330,784",0.9%,534,940,154,"1,158",
